ZipCode,City,State,County,CityType,Latitude,Longitude
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,P,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
646,DORADO,PR,DORADO,U,18.459098,-66.272418
647,ENSENADA,PR,GUANICA,U,17.97252,-66.945189
647,ENSENADA,PR,GUANICA,U,17.97252,-66.945189
647,ENSENADA,PR,GUANICA,U,17.97252,-66.945189
647,ENSENADA,PR,GUANICA,P,17.97252,-66.945189
650,FLORIDA,PR,FLORIDA,U,18.363009,-66.558109
650,FLORIDA,PR,FLORIDA,U,18.363009,-66.558109
650,FLORIDA,PR,FLORIDA,U,18.363009,-66.558109
650,FLORIDA,PR,FLORIDA,P,18.363009,-66.558109
650,FLORIDA,PR,FLORIDA,U,18.363009,-66.558109
650,FLORIDA,PR,FLORIDA,U,18.363009,-66.558109
650,FLORIDA,PR,FLORIDA,U,18.363009,-66.558109
652,GARROCHALES,PR,ARECIBO,P,18.451909,-66.599784
652,GARROCHALES,PR,ARECIBO,U,18.451909,-66.599784
652,GARROCHALES,PR,ARECIBO,U,18.451909,-66.599784
653,GUANICA,PR,GUANICA,U,17.982516,-66.891581
653,GUANICA,PR,GUANICA,U,17.982516,-66.891581
653,GUANICA,PR,GUANICA,U,17.982516,-66.891581
653,GUANICA,PR,GUANICA,U,17.982516,-66.891581
653,GUANICA,PR,GUANICA,U,17.982516,-66.891581
653,GUANICA,PR,GUANICA,U,17.982516,-66.891581
653,GUANICA,PR,GUANICA,U,17.982516,-66.891581
653,GUANICA,PR,GUANICA,P,17.982516,-66.891581
653,GUANICA,PR,GUANICA,U,17.982516,-66.891581
656,GUAYANILLA,PR,GUAYANILLA,U,18.037324,-66.796287
656,GUAYANILLA,PR,GUAYANILLA,U,18.037324,-66.796287
656,GUAYANILLA,PR,GUAYANILLA,U,18.037324,-66.796287
656,GUAYANILLA,PR,GUAYANILLA,U,18.037324,-66.796287
656,GUAYANILLA,PR,GUAYANILLA,P,18.037324,-66.796287
656,GUAYANILLA,PR,GUAYANILLA,U,18.037324,-66.796287
656,GUAYANILLA,PR,GUAYANILLA,U,18.037324,-66.796287
656,GUAYANILLA,PR,GUAYANILLA,U,18.037324,-66.796287
656,GUAYANILLA,PR,GUAYANILLA,U,18.037324,-66.796287
656,GUAYANILLA,PR,GUAYANILLA,U,18.037324,-66.796287
656,GUAYANILLA,PR,GUAYANILLA,U,18.037324,-66.796287
656,GUAYANILLA,PR,GUAYANILLA,U,18.037324,-66.796287
656,GUAYANILLA,PR,GUAYANILLA,U,18.037324,-66.796287
656,GUAYANILLA,PR,GUAYANILLA,U,18.037324,-66.796287
659,HATILLO,PR,HATILLO,U,18.416025,-66.796287
659,HATILLO,PR,HATILLO,U,18.416025,-66.796287
659,HATILLO,PR,HATILLO,U,18.416025,-66.796287
659,HATILLO,PR,HATILLO,U,18.416025,-66.796287
659,HATILLO,PR,HATILLO,U,18.416025,-66.796287
659,HATILLO,PR,HATILLO,U,18.416025,-66.796287
659,HATILLO,PR,HATILLO,U,18.416025,-66.796287
659,HATILLO,PR,HATILLO,U,18.416025,-66.796287
659,HATILLO,PR,HATILLO,U,18.416025,-66.796287
659,HATILLO,PR,HATILLO,U,18.416025,-66.796287
659,HATILLO,PR,HATILLO,P,18.416025,-66.796287
659,HATILLO,PR,HATILLO,U,18.416025,-66.796287
659,HATILLO,PR,HATILLO,U,18.416025,-66.796287
659,HATILLO,PR,HATILLO,U,18.416025,-66.796287
659,HATILLO,PR,HATILLO,U,18.416025,-66.796287
659,HATILLO,PR,HATILLO,U,18.416025,-66.796287
659,HATILLO,PR,HATILLO,U,18.416025,-66.796287
659,HATILLO,PR,HATILLO,U,18.416025,-66.796287
660,HORMIGUEROS,PR,HORMIGUEROS,U,18.138245,-67.111993
660,HORMIGUEROS,PR,HORMIGUEROS,U,18.138245,-67.111993
660,HORMIGUEROS,PR,HORMIGUEROS,U,18.138245,-67.111993
660,HORMIGUEROS,PR,HORMIGUEROS,U,18.138245,-67.111993
660,HORMIGUEROS,PR,HORMIGUEROS,U,18.138245,-67.111993
660,HORMIGUEROS,PR,HORMIGUEROS,U,18.138245,-67.111993
660,HORMIGUEROS,PR,HORMIGUEROS,U,18.138245,-67.111993
660,HORMIGUEROS,PR,HORMIGUEROS,U,18.138245,-67.111993
660,HORMIGUEROS,PR,HORMIGUEROS,P,18.138245,-67.111993
660,HORMIGUEROS,PR,HORMIGUEROS,U,18.138245,-67.111993
660,HORMIGUEROS,PR,HORMIGUEROS,U,18.138245,-67.111993
662,ISABELA,PR,ISABELA,P,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
662,ISABELA,PR,ISABELA,U,18.45613,-67.02263
